0.000000000000000000e+00 1.000000000000000000e+00 3.365544554455445619e-02
1.000000000000000000e+00 2.000000000000000000e+00 3.276039603960396313e-02
2.000000000000000000e+00 3.000000000000000000e+00 3.446732673267326880e-02
3.000000000000000000e+00 4.000000000000000000e+00 3.222178217821781987e-02
4.000000000000000000e+00 5.000000000000000000e+00 3.465346534653465649e-02
5.000000000000000000e+00 6.000000000000000000e+00 3.394851485148514536e-02
6.000000000000000000e+00 7.000000000000000000e+00 3.366732673267326670e-02
7.000000000000000000e+00 8.000000000000000000e+00 3.314851485148514326e-02
8.000000000000000000e+00 9.000000000000000000e+00 3.286732673267327154e-02
9.000000000000000000e+00 1.000000000000000000e+01 3.414653465346534356e-02
1.000000000000000000e+01 1.100000000000000000e+01 3.300990099009901146e-02
1.100000000000000000e+01 1.200000000000000000e+01 3.413069306930693186e-02
1.200000000000000000e+01 1.300000000000000000e+01 3.221782178217821868e-02
1.300000000000000000e+01 1.400000000000000000e+01 3.264158415841584421e-02
1.400000000000000000e+01 1.500000000000000000e+01 3.440396039603960815e-02
1.500000000000000000e+01 1.600000000000000000e+01 3.282772277227723190e-02
1.600000000000000000e+01 1.700000000000000000e+01 3.200792079207920998e-02
1.700000000000000000e+01 1.800000000000000000e+01 3.230495049504950728e-02
1.800000000000000000e+01 1.900000000000000000e+01 3.191683168316832020e-02
1.900000000000000000e+01 2.000000000000000000e+01 3.110891089108910879e-02
2.000000000000000000e+01 2.100000000000000000e+01 2.972277227722772142e-02
2.100000000000000000e+01 2.200000000000000000e+01 3.059801980198020160e-02
2.200000000000000000e+01 2.300000000000000000e+01 2.740198019801980134e-02
2.300000000000000000e+01 2.400000000000000000e+01 2.259801980198019797e-02
2.400000000000000000e+01 2.500000000000000000e+01 1.538613861386138593e-02
2.500000000000000000e+01 2.600000000000000000e+01 8.748514851485148652e-03
2.600000000000000000e+01 2.700000000000000000e+01 3.469306930693069613e-03
2.700000000000000000e+01 2.800000000000000000e+01 1.663366336633663326e-03
2.800000000000000000e+01 2.900000000000000000e+01 3.564356435643564270e-04
2.900000000000000000e+01 3.000000000000000000e+01 3.168316831683168556e-05
3.000000000000000000e+01 3.100000000000000000e+01 0.000000000000000000e+00
3.100000000000000000e+01 3.200000000000000000e+01 0.000000000000000000e+00
3.200000000000000000e+01 3.300000000000000000e+01 0.000000000000000000e+00
3.300000000000000000e+01 3.400000000000000000e+01 0.000000000000000000e+00
3.400000000000000000e+01 3.500000000000000000e+01 0.000000000000000000e+00
3.500000000000000000e+01 3.600000000000000000e+01 0.000000000000000000e+00
3.600000000000000000e+01 3.700000000000000000e+01 0.000000000000000000e+00
3.700000000000000000e+01 3.800000000000000000e+01 0.000000000000000000e+00
3.800000000000000000e+01 3.900000000000000000e+01 0.000000000000000000e+00
3.900000000000000000e+01 4.000000000000000000e+01 0.000000000000000000e+00
4.000000000000000000e+01 4.100000000000000000e+01 0.000000000000000000e+00
4.100000000000000000e+01 4.200000000000000000e+01 0.000000000000000000e+00
4.200000000000000000e+01 4.300000000000000000e+01 0.000000000000000000e+00
4.300000000000000000e+01 4.400000000000000000e+01 0.000000000000000000e+00
4.400000000000000000e+01 4.500000000000000000e+01 0.000000000000000000e+00
4.500000000000000000e+01 4.600000000000000000e+01 0.000000000000000000e+00
4.600000000000000000e+01 4.700000000000000000e+01 0.000000000000000000e+00
4.700000000000000000e+01 4.800000000000000000e+01 0.000000000000000000e+00
4.800000000000000000e+01 4.900000000000000000e+01 0.000000000000000000e+00
4.900000000000000000e+01 5.000000000000000000e+01 0.000000000000000000e+00
5.000000000000000000e+01 5.100000000000000000e+01 0.000000000000000000e+00
5.100000000000000000e+01 5.200000000000000000e+01 0.000000000000000000e+00
5.200000000000000000e+01 5.300000000000000000e+01 0.000000000000000000e+00
5.300000000000000000e+01 5.400000000000000000e+01 0.000000000000000000e+00
5.400000000000000000e+01 5.500000000000000000e+01 0.000000000000000000e+00
5.500000000000000000e+01 5.600000000000000000e+01 0.000000000000000000e+00
5.600000000000000000e+01 5.700000000000000000e+01 0.000000000000000000e+00
5.700000000000000000e+01 5.800000000000000000e+01 0.000000000000000000e+00
5.800000000000000000e+01 5.900000000000000000e+01 0.000000000000000000e+00
5.900000000000000000e+01 6.000000000000000000e+01 0.000000000000000000e+00
6.000000000000000000e+01 6.100000000000000000e+01 0.000000000000000000e+00
6.100000000000000000e+01 6.200000000000000000e+01 0.000000000000000000e+00
6.200000000000000000e+01 6.300000000000000000e+01 0.000000000000000000e+00
6.300000000000000000e+01 6.400000000000000000e+01 0.000000000000000000e+00
6.400000000000000000e+01 6.500000000000000000e+01 0.000000000000000000e+00
6.500000000000000000e+01 6.600000000000000000e+01 0.000000000000000000e+00
6.600000000000000000e+01 6.700000000000000000e+01 0.000000000000000000e+00
6.700000000000000000e+01 6.800000000000000000e+01 0.000000000000000000e+00
6.800000000000000000e+01 6.900000000000000000e+01 0.000000000000000000e+00
6.900000000000000000e+01 7.000000000000000000e+01 0.000000000000000000e+00
7.000000000000000000e+01 7.100000000000000000e+01 0.000000000000000000e+00
7.100000000000000000e+01 7.200000000000000000e+01 0.000000000000000000e+00
7.200000000000000000e+01 7.300000000000000000e+01 0.000000000000000000e+00
7.300000000000000000e+01 7.400000000000000000e+01 0.000000000000000000e+00
7.400000000000000000e+01 7.500000000000000000e+01 0.000000000000000000e+00
7.500000000000000000e+01 7.600000000000000000e+01 0.000000000000000000e+00
7.600000000000000000e+01 7.700000000000000000e+01 0.000000000000000000e+00
7.700000000000000000e+01 7.800000000000000000e+01 0.000000000000000000e+00
7.800000000000000000e+01 7.900000000000000000e+01 0.000000000000000000e+00
7.900000000000000000e+01 8.000000000000000000e+01 0.000000000000000000e+00
8.000000000000000000e+01 8.100000000000000000e+01 0.000000000000000000e+00
8.100000000000000000e+01 8.200000000000000000e+01 0.000000000000000000e+00
8.200000000000000000e+01 8.300000000000000000e+01 0.000000000000000000e+00
8.300000000000000000e+01 8.400000000000000000e+01 0.000000000000000000e+00
8.400000000000000000e+01 8.500000000000000000e+01 0.000000000000000000e+00
8.500000000000000000e+01 8.600000000000000000e+01 0.000000000000000000e+00
8.600000000000000000e+01 8.700000000000000000e+01 0.000000000000000000e+00
8.700000000000000000e+01 8.800000000000000000e+01 0.000000000000000000e+00
8.800000000000000000e+01 8.900000000000000000e+01 0.000000000000000000e+00
8.900000000000000000e+01 9.000000000000000000e+01 0.000000000000000000e+00
9.000000000000000000e+01 9.100000000000000000e+01 0.000000000000000000e+00
9.100000000000000000e+01 9.200000000000000000e+01 0.000000000000000000e+00
9.200000000000000000e+01 9.300000000000000000e+01 0.000000000000000000e+00
9.300000000000000000e+01 9.400000000000000000e+01 0.000000000000000000e+00
9.400000000000000000e+01 9.500000000000000000e+01 0.000000000000000000e+00
9.500000000000000000e+01 9.600000000000000000e+01 0.000000000000000000e+00
9.600000000000000000e+01 9.700000000000000000e+01 0.000000000000000000e+00
9.700000000000000000e+01 9.800000000000000000e+01 0.000000000000000000e+00
9.800000000000000000e+01 9.900000000000000000e+01 0.000000000000000000e+00
9.900000000000000000e+01 1.000000000000000000e+02 0.000000000000000000e+00
1.000000000000000000e+02 1.010000000000000000e+02 0.000000000000000000e+00
1.010000000000000000e+02 1.020000000000000000e+02 0.000000000000000000e+00
1.020000000000000000e+02 1.030000000000000000e+02 0.000000000000000000e+00
1.030000000000000000e+02 1.040000000000000000e+02 0.000000000000000000e+00
1.040000000000000000e+02 1.050000000000000000e+02 0.000000000000000000e+00
1.050000000000000000e+02 1.060000000000000000e+02 0.000000000000000000e+00
1.060000000000000000e+02 1.070000000000000000e+02 0.000000000000000000e+00
1.070000000000000000e+02 1.080000000000000000e+02 0.000000000000000000e+00
1.080000000000000000e+02 1.090000000000000000e+02 0.000000000000000000e+00
1.090000000000000000e+02 1.100000000000000000e+02 0.000000000000000000e+00
1.100000000000000000e+02 1.110000000000000000e+02 0.000000000000000000e+00
1.110000000000000000e+02 1.120000000000000000e+02 0.000000000000000000e+00
1.120000000000000000e+02 1.130000000000000000e+02 0.000000000000000000e+00
1.130000000000000000e+02 1.140000000000000000e+02 0.000000000000000000e+00
1.140000000000000000e+02 1.150000000000000000e+02 0.000000000000000000e+00
1.150000000000000000e+02 1.160000000000000000e+02 0.000000000000000000e+00
1.160000000000000000e+02 1.170000000000000000e+02 0.000000000000000000e+00
1.170000000000000000e+02 1.180000000000000000e+02 0.000000000000000000e+00
1.180000000000000000e+02 1.190000000000000000e+02 0.000000000000000000e+00
1.190000000000000000e+02 1.200000000000000000e+02 0.000000000000000000e+00
1.200000000000000000e+02 1.210000000000000000e+02 0.000000000000000000e+00
1.210000000000000000e+02 1.220000000000000000e+02 0.000000000000000000e+00
1.220000000000000000e+02 1.230000000000000000e+02 0.000000000000000000e+00
1.230000000000000000e+02 1.240000000000000000e+02 0.000000000000000000e+00
1.240000000000000000e+02 1.250000000000000000e+02 0.000000000000000000e+00
1.250000000000000000e+02 1.260000000000000000e+02 0.000000000000000000e+00
1.260000000000000000e+02 1.270000000000000000e+02 0.000000000000000000e+00
1.270000000000000000e+02 1.280000000000000000e+02 0.000000000000000000e+00
1.280000000000000000e+02 1.290000000000000000e+02 0.000000000000000000e+00
1.290000000000000000e+02 1.300000000000000000e+02 0.000000000000000000e+00
1.300000000000000000e+02 1.310000000000000000e+02 0.000000000000000000e+00
1.310000000000000000e+02 1.320000000000000000e+02 0.000000000000000000e+00
1.320000000000000000e+02 1.330000000000000000e+02 0.000000000000000000e+00
1.330000000000000000e+02 1.340000000000000000e+02 0.000000000000000000e+00
1.340000000000000000e+02 1.350000000000000000e+02 0.000000000000000000e+00
1.350000000000000000e+02 1.360000000000000000e+02 0.000000000000000000e+00
1.360000000000000000e+02 1.370000000000000000e+02 0.000000000000000000e+00
1.370000000000000000e+02 1.380000000000000000e+02 0.000000000000000000e+00
1.380000000000000000e+02 1.390000000000000000e+02 0.000000000000000000e+00
1.390000000000000000e+02 1.400000000000000000e+02 0.000000000000000000e+00
1.400000000000000000e+02 1.410000000000000000e+02 0.000000000000000000e+00
1.410000000000000000e+02 1.420000000000000000e+02 0.000000000000000000e+00
1.420000000000000000e+02 1.430000000000000000e+02 0.000000000000000000e+00
1.430000000000000000e+02 1.440000000000000000e+02 0.000000000000000000e+00
1.440000000000000000e+02 1.450000000000000000e+02 0.000000000000000000e+00
1.450000000000000000e+02 1.460000000000000000e+02 0.000000000000000000e+00
1.460000000000000000e+02 1.470000000000000000e+02 0.000000000000000000e+00
1.470000000000000000e+02 1.480000000000000000e+02 0.000000000000000000e+00
1.480000000000000000e+02 1.490000000000000000e+02 0.000000000000000000e+00
1.490000000000000000e+02 1.500000000000000000e+02 0.000000000000000000e+00
